Date,predicted_probability
2006-01-31,0.3782010973400999
2006-02-28,0.5277944107806529
2006-03-31,0.21522579600943859
2006-05-31,0.1895086899440008
2006-06-30,0.2203476261786518
2006-07-31,0.5
2006-08-31,0.6957770575712592
2006-10-31,0.8422350502030861
2006-11-30,0.9075856146138863
2007-01-31,0.6812265909222753
2007-02-28,0.8997099928184477
2007-04-30,0.704177124242662
2007-05-31,0.22629876072034474
2007-07-31,0.5497022666919121
2007-08-31,0.1711230417728896
2007-10-31,0.1611671577646676
2007-11-30,0.15718627567476823
2007-12-31,0.18375517708892256
2008-01-31,0.1417321029683037
2008-02-29,0.40227718301360416
2008-03-31,0.15133588184601096
2008-04-30,0.134863672948697
2008-06-30,0.13897561753296103
2008-07-31,0.1378335530637989
2008-09-30,0.12248356634897585
2008-10-31,0.17497427906122634
2008-12-31,0.13804853556618188
2009-03-31,0.13112791787701966
2009-04-30,0.13589430228465507
2009-06-30,0.12801796838326135
2009-07-31,0.12533444850798314
2009-08-31,0.12996337494283136
2009-09-30,0.13191186042039532
2009-11-30,0.13333113107798888
2009-12-31,0.12360258786734274
2010-03-31,0.1243698737374546
2010-04-30,0.12525399464798528
2010-06-30,0.13436171175766207
2010-08-31,0.11852796744488169
2010-09-30,0.11946209667531685
2010-11-30,0.13614442305598565
2010-12-31,0.13017086898978616
2011-01-31,0.12808532680436183
2011-02-28,0.12832370571916835
2011-03-31,0.1267935889620813
2011-05-31,0.13581057813771116
2011-06-30,0.13451302314367442
2011-08-31,0.11360638811816011
2011-09-30,0.14299272862272558
2011-10-31,0.11013189806965588
2011-11-30,0.11537445997722832
2012-01-31,0.1650515834132894
2012-02-29,0.1328408531630535
2012-04-30,0.13814162370389704
2012-05-31,0.3192009418493094
2012-07-31,0.41369710736862525
2012-08-31,0.34390362617810316
2012-10-31,0.227720069222372
2012-11-30,0.29125927509095856
2012-12-31,0.19371646219501934
2013-01-31,0.1279893135932324
2013-02-28,0.14722488884416407
2013-04-30,0.23205787963505833
2013-05-31,0.11292819759353796
2013-07-31,0.1222978214329557
2013-09-30,0.12738850968003546
2013-10-31,0.12278189216475818
2013-12-31,0.13511325746547334
2014-01-31,0.1269679321720953
2014-02-28,0.1294247238608718
2014-03-31,0.1320021724403278
2014-04-30,0.12450904682059208
2014-06-30,0.11839115859228672
2014-07-31,0.12538772944154375
2014-09-30,0.11819909761157192
2014-10-31,0.11090322347272485
2014-12-31,0.1092848157296825
2015-03-31,0.136103818910931
2015-04-30,0.12148391914774795
2015-06-30,0.10806728051737621
2015-07-31,0.11171209567626364
2015-08-31,0.11032072534146552
2015-09-30,0.1179147497362065
2015-11-30,0.11494022674632126
2015-12-31,0.11863144190827968
2016-02-29,0.267402994593336
2016-03-31,0.22000158475278925
2016-05-31,0.192480539838131
2016-06-30,0.5
2016-08-31,0.4259418500890385
2016-09-30,0.3840477065830905
2016-10-31,0.19990217783706454
2016-11-30,0.10887784646146347
2017-01-31,0.11851374150221544
2017-02-28,0.11196049774708618
2017-03-31,0.12025964338663364
2017-05-31,0.17548821170669096
2017-06-30,0.16115247911848374
2017-07-31,0.1727612601097678
2017-08-31,0.24037863932761727
2017-10-31,0.15099472898449412
2017-11-30,0.16865756428634512
2018-01-31,0.13058094033341125
2018-02-28,0.1257382854587431
2018-04-30,0.15299467263997849
2018-05-31,0.16864603216223786
2018-07-31,0.15382134665297986
2018-08-31,0.22620362901283836
2018-10-31,0.21433399595883912
2018-11-30,0.24547394439589565
2018-12-31,0.6853594048412265
2019-01-31,0.7149702654576506
2019-02-28,0.6069497245114661
2019-04-30,0.8272329480902173
2019-05-31,0.9573900265777432
2019-07-31,0.9429573385553921
2019-09-30,0.9700958669483409
2019-10-31,0.9406105261105552
2019-12-31,0.8078555080104523
2020-01-31,0.9652539874970725
2020-03-31,0.9666564577122223
2020-04-30,0.9140808599248965
2020-06-30,0.9681263900729944
2020-07-31,0.9764367435657808
2020-08-31,0.9609196788406346
2020-09-30,0.9693025120839496
2020-11-30,0.9519971308978789
2020-12-31,0.9346062074395813
2021-03-31,0.19898809252856436
2021-04-30,0.2600255665656322
2021-06-30,0.47940332629079996
2021-08-31,0.6460106858396701
2021-09-30,0.35770369891499815
2021-11-30,0.4647966602180776
2021-12-31,0.36514324593645714
