Date,predicted_probability
1962-01-31,0.12139097139239093
1962-02-28,0.13238692372787558
1962-04-30,0.11343057453658328
1962-05-31,0.17479874339892193
1962-07-31,0.11258896062887153
1962-08-31,0.14501116789848545
1962-10-31,0.10808625865722753
1962-11-30,0.12270355538002269
1962-12-31,0.11825930197021324
1963-01-31,0.1270308521261029
1963-02-28,0.12352623546216697
1963-04-30,0.11500772216361939
1963-05-31,0.12941564485443122
1963-07-31,0.14809505880160126
1963-09-30,0.1505458324045525
1963-10-31,0.15114224042415417
1963-12-31,0.15809727515136596
1964-01-31,0.16250947131824522
1964-03-31,0.13869781035786227
1964-04-30,0.12962548696693796
1964-06-30,0.1498164648242548
1964-07-31,0.1333144436847766
1964-08-31,0.14500174142515085
1964-09-30,0.16191849037931969
1964-11-30,0.2734723474834468
1964-12-31,0.35562227960333437
1965-03-31,0.3165953090030263
1965-04-30,0.31746115518333884
1965-06-30,0.2507218358766708
1965-08-31,0.2501117465686428
1965-09-30,0.27709137443989706
1965-11-30,0.2362038125731472
1965-12-31,0.3922310532919765
1966-01-31,0.4467806624589703
1966-02-28,0.19442193973624824
1966-03-31,0.33593062679051905
1966-05-31,0.39475628251413136
1966-06-30,0.23195501741635313
1966-08-31,0.23617005599586638
1966-09-30,0.793463997649415
1966-10-31,0.7357522165075595
1966-11-30,0.516060909159718
1967-01-31,0.7031282133150037
1967-02-28,0.3287323582199147
1967-03-31,0.33941784500423783
1967-05-31,0.12495737445730484
1967-06-30,0.1252124996154723
1967-07-31,0.12138051179640723
1967-08-31,0.11915266056541154
1967-10-31,0.12623071485795825
1967-11-30,0.14187032928609838
1968-01-31,0.1170192802780747
1968-02-29,0.14063339788385382
1968-04-30,0.6562038741976165
1968-05-31,0.3340198500976379
1968-07-31,0.22768411395302565
1968-09-30,0.21344709025597722
1968-10-31,0.27675272000971474
1968-12-31,0.41158330863970616
1969-01-31,0.37506243775744535
1969-02-28,0.33024645332359154
1969-04-30,0.5
1969-06-30,0.15838068633116514
1969-07-31,0.7359664510765801
1969-09-30,0.1289142679310043
1969-10-31,0.297551620131297
1969-12-31,0.2726568786994925
1970-03-31,0.6638684889439637
1970-04-30,0.18118294722247993
1970-06-30,0.1469048214485703
1970-07-31,0.1590925042396225
1970-08-31,0.1884452460063187
1970-09-30,0.14019701595713133
1970-11-30,0.17692925948402838
1970-12-31,0.17104458190207
1971-03-31,0.13565370497276927
1971-04-30,0.14227935428239338
1971-06-30,0.15748376679136483
1971-08-31,0.14637770196262978
1971-09-30,0.13203524251159465
1971-11-30,0.14021792648744927
1971-12-31,0.14979735480300932
1972-01-31,0.13957121955981255
1972-02-29,0.11991823416399543
1972-05-31,0.12842824943526693
1972-06-30,0.13417131361276866
1972-07-31,0.12690939346371058
1972-08-31,0.1433174771965504
1972-10-31,0.14572469358155343
1972-11-30,0.13194821726259517
1973-01-31,0.3335202170864293
1973-02-28,0.38593331602312925
1973-04-30,0.12184743921972217
1973-05-31,0.7066240194593598
1973-07-31,0.9676509755876723
1973-08-31,0.9797146122340609
1973-10-31,0.930535348737852
1973-11-30,0.8562957354498458
1973-12-31,0.8062757391942675
1974-01-31,0.7800921895896381
1974-02-28,0.8599624516726848
1974-04-30,0.9714039538568965
1974-05-31,0.9260278795306947
1974-07-31,0.8565606350259727
1974-09-30,0.13845367019232888
1974-10-31,0.8297607246859541
1974-12-31,0.5843381854608459
1975-01-31,0.48858903906398543
1975-02-28,0.1750793871236731
1975-03-31,0.15430405061509195
1975-04-30,0.12735339470758358
1975-06-30,0.12983562688996858
1975-07-31,0.1406543015759764
1975-09-30,0.12809400680150917
1975-10-31,0.1237107862719273
1975-12-31,0.12488434895744449
1976-03-31,0.12681638700654171
1976-04-30,0.12669908812150332
1976-06-30,0.12868732539851302
1976-08-31,0.12501619826407356
1976-09-30,0.12360041382562463
1976-11-30,0.12402387861962608
1976-12-31,0.11982631289613095
1977-01-31,0.12497673085974854
1977-02-28,0.12773526140967897
1977-03-31,0.12684705237896607
1977-05-31,0.13591686780644818
1977-06-30,0.12589179581373203
1977-08-31,0.16177614327390527
1977-09-30,0.1480304941204205
1977-10-31,0.16100367381963737
1977-11-30,0.13777552140936378
1978-01-31,0.14185734516624315
1978-02-28,0.13445403588469634
1978-03-31,0.13148276989680804
1978-05-31,0.14495094819534973
1978-06-30,0.1397996470195716
1978-07-31,0.13507983042291252
1978-08-31,0.14484310108736584
1978-10-31,0.3045127660832851
1978-11-30,0.7820082938296701
1979-01-31,0.34628518169117994
1979-02-28,0.28784283833646956
1979-04-30,0.23322624936853645
1979-05-31,0.547379431450215
1979-07-31,0.24744336414295928
1979-08-31,0.7423946393327343
1979-10-31,0.9443099854454718
1979-11-30,0.9510631431950153
1979-12-31,0.9741276953806212
1980-01-31,0.772680310325018
1980-02-29,0.9391911226282192
1980-03-31,0.9260653235833615
1980-04-30,0.22857279915162312
1980-06-30,0.6668070116656063
1980-07-31,0.1265373158578338
1980-09-30,0.8566005937766997
1980-10-31,0.9731128019002321
1980-12-31,0.9260644698650898
1981-03-31,0.5
1981-04-30,0.9378924361943836
1981-06-30,0.4941918476618347
1981-07-31,0.12004960220360422
1981-08-31,0.7119325021920627
1981-09-30,0.8811053337210693
1981-11-30,0.7720028730404145
1981-12-31,0.23498645648046174
1982-03-31,0.13460713252541295
1982-04-30,0.13111203423013695
1982-06-30,0.11986816938260478
1982-08-31,0.17743069771976835
1982-09-30,0.13722750194910488
1982-11-30,0.14485032595758116
1982-12-31,0.1272471818240705
1983-01-31,0.12938995424943348
